iri	VeryPositive	Positive	Neutral	Negative	VeryNegative
http://purl.obolibrary.org/obo/DOID_0110512	1.0	3.0	24.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0060229	2.0	1.0	6.0	52.0	40.0
http://purl.obolibrary.org/obo/DOID_13717	2.0	3.0	14.0	65.0	17.0
http://purl.obolibrary.org/obo/DOID_13717	1.0	1.0	12.0	65.0	21.0
http://purl.obolibrary.org/obo/DOID_9935	1.0	1.0	11.0	54.0	32.0
http://purl.obolibrary.org/obo/DOID_0080840	1.0	2.0	15.0	63.0	19.0
http://purl.obolibrary.org/obo/DOID_0112217	2.0	2.0	16.0	55.0	26.0
http://purl.obolibrary.org/obo/DOID_0050202	9.0	6.0	8.0	46.0	30.0
http://purl.obolibrary.org/obo/DOID_8224	4.0	9.0	21.0	52.0	14.0
http://purl.obolibrary.org/obo/DOID_3691	2.0	4.0	13.0	63.0	17.0
http://purl.obolibrary.org/obo/DOID_8438	2.0	2.0	12.0	65.0	20.0
http://purl.obolibrary.org/obo/DOID_0111777	1.0	1.0	15.0	48.0	35.0
http://purl.obolibrary.org/obo/DOID_1395	2.0	4.0	18.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_1395	1.0	2.0	17.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_0111851	1.0	0.0	6.0	36.0	58.0
http://purl.obolibrary.org/obo/DOID_3267	8.0	28.0	29.0	27.0	7.0
http://purl.obolibrary.org/obo/DOID_0060427	4.0	10.0	24.0	50.0	12.0
http://purl.obolibrary.org/obo/DOID_4997	2.0	3.0	16.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_0110113	4.0	10.0	20.0	49.0	16.0
http://purl.obolibrary.org/obo/DOID_418	3.0	7.0	22.0	47.0	22.0
http://purl.obolibrary.org/obo/DOID_0110015	1.0	2.0	18.0	64.0	16.0
http://purl.obolibrary.org/obo/DOID_10208	1.0	2.0	18.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_0080880	1.0	3.0	21.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0060021	1.0	2.0	13.0	56.0	28.0
http://purl.obolibrary.org/obo/DOID_0060021	18.0	54.0	18.0	7.0	3.0
http://purl.obolibrary.org/obo/DOID_0060852	1.0	1.0	12.0	52.0	33.0
http://purl.obolibrary.org/obo/DOID_12841	2.0	4.0	18.0	58.0	17.0
http://purl.obolibrary.org/obo/DOID_12841	2.0	11.0	46.0	35.0	5.0
http://purl.obolibrary.org/obo/DOID_12841	1.0	1.0	15.0	61.0	22.0
http://purl.obolibrary.org/obo/DOID_0060548	1.0	1.0	10.0	39.0	49.0
http://purl.obolibrary.org/obo/DOID_0111006	2.0	8.0	36.0	47.0	7.0
http://purl.obolibrary.org/obo/DOID_0080069	2.0	2.0	11.0	67.0	17.0
http://purl.obolibrary.org/obo/DOID_10095	1.0	3.0	19.0	65.0	12.0
http://purl.obolibrary.org/obo/DOID_0060111	1.0	4.0	19.0	63.0	12.0
http://purl.obolibrary.org/obo/DOID_0111433	1.0	3.0	19.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0111871	1.0	3.0	22.0	60.0	13.0
http://purl.obolibrary.org/obo/DOID_14566	3.0	4.0	14.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_7843	5.0	18.0	34.0	36.0	8.0
http://purl.obolibrary.org/obo/DOID_0060834	2.0	4.0	22.0	60.0	13.0
http://purl.obolibrary.org/obo/DOID_0110479	1.0	3.0	24.0	57.0	15.0
http://purl.obolibrary.org/obo/DOID_4131	2.0	5.0	19.0	54.0	19.0
http://purl.obolibrary.org/obo/DOID_0111595	2.0	2.0	15.0	59.0	22.0
http://purl.obolibrary.org/obo/DOID_0111779	2.0	6.0	35.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_14305	3.0	13.0	36.0	41.0	6.0
http://purl.obolibrary.org/obo/DOID_14305	2.0	6.0	26.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_0060886	1.0	1.0	15.0	58.0	26.0
http://purl.obolibrary.org/obo/DOID_0111026	1.0	3.0	25.0	60.0	11.0
http://purl.obolibrary.org/obo/DOID_2843	2.0	2.0	11.0	62.0	24.0
http://purl.obolibrary.org/obo/DOID_6448	4.0	14.0	26.0	47.0	9.0
http://purl.obolibrary.org/obo/DOID_2121	3.0	10.0	25.0	50.0	11.0
http://purl.obolibrary.org/obo/DOID_0050729	4.0	6.0	13.0	56.0	21.0
http://purl.obolibrary.org/obo/DOID_0110791	2.0	1.0	10.0	50.0	38.0
http://purl.obolibrary.org/obo/DOID_686	4.0	15.0	35.0	38.0	7.0
http://purl.obolibrary.org/obo/DOID_0110900	1.0	1.0	14.0	64.0	19.0
http://purl.obolibrary.org/obo/DOID_0080600	2.0	4.0	15.0	61.0	18.0
http://purl.obolibrary.org/obo/DOID_0050914	3.0	5.0	13.0	57.0	22.0
http://purl.obolibrary.org/obo/DOID_0080778	1.0	0.0	3.0	27.0	69.0
http://purl.obolibrary.org/obo/DOID_0050251	2.0	4.0	19.0	58.0	16.0
http://purl.obolibrary.org/obo/DOID_0050251	1.0	2.0	14.0	61.0	22.0
http://purl.obolibrary.org/obo/DOID_0050251	21.0	58.0	14.0	5.0	2.0
http://purl.obolibrary.org/obo/DOID_0050251	6.0	21.0	25.0	38.0	9.0
http://purl.obolibrary.org/obo/DOID_0111262	2.0	5.0	25.0	55.0	13.0
http://purl.obolibrary.org/obo/DOID_0060585	4.0	11.0	18.0	54.0	13.0
http://purl.obolibrary.org/obo/DOID_4547	2.0	6.0	25.0	57.0	10.0
http://purl.obolibrary.org/obo/DOID_0050514	1.0	1.0	16.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_0050514	1.0	1.0	6.0	55.0	37.0
http://purl.obolibrary.org/obo/DOID_0050906	5.0	19.0	29.0	39.0	8.0
http://purl.obolibrary.org/obo/DOID_16	1.0	4.0	20.0	62.0	12.0
http://purl.obolibrary.org/obo/DOID_4327	3.0	2.0	11.0	48.0	36.0
http://purl.obolibrary.org/obo/DOID_4327	1.0	0.0	4.0	6.0	89.0
http://purl.obolibrary.org/obo/DOID_0112195	1.0	2.0	15.0	54.0	28.0
http://purl.obolibrary.org/obo/DOID_0112251	1.0	2.0	15.0	60.0	22.0
http://purl.obolibrary.org/obo/DOID_10619	4.0	15.0	27.0	45.0	9.0
http://purl.obolibrary.org/obo/DOID_0112242	2.0	4.0	23.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0060704	1.0	2.0	23.0	63.0	11.0
http://purl.obolibrary.org/obo/DOID_11037	4.0	12.0	21.0	52.0	11.0
http://purl.obolibrary.org/obo/DOID_11037	1.0	2.0	16.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_0111158	1.0	2.0	18.0	60.0	18.0
http://purl.obolibrary.org/obo/DOID_2043	2.0	1.0	9.0	55.0	33.0
http://purl.obolibrary.org/obo/DOID_2043	1.0	0.0	4.0	14.0	81.0
http://purl.obolibrary.org/obo/DOID_0112227	2.0	3.0	12.0	65.0	19.0
http://purl.obolibrary.org/obo/DOID_10113	4.0	6.0	11.0	57.0	22.0
http://purl.obolibrary.org/obo/DOID_7527	11.0	53.0	26.0	8.0	3.0
http://purl.obolibrary.org/obo/DOID_0050290	2.0	4.0	17.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0080422	1.0	2.0	16.0	55.0	26.0
http://purl.obolibrary.org/obo/DOID_0080856	1.0	1.0	13.0	66.0	19.0
http://purl.obolibrary.org/obo/DOID_1373	1.0	2.0	8.0	68.0	20.0
http://purl.obolibrary.org/obo/DOID_1532	2.0	2.0	17.0	51.0	28.0
http://purl.obolibrary.org/obo/DOID_1532	1.0	1.0	15.0	52.0	31.0
http://purl.obolibrary.org/obo/DOID_1595	1.0	2.0	32.0	57.0	8.0
http://purl.obolibrary.org/obo/DOID_0050565	2.0	8.0	29.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_0060644	1.0	2.0	17.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_13622	2.0	1.0	8.0	53.0	36.0
http://purl.obolibrary.org/obo/DOID_13622	2.0	1.0	7.0	57.0	34.0
http://purl.obolibrary.org/obo/DOID_0060087	1.0	2.0	16.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_5750	1.0	1.0	11.0	49.0	38.0
http://purl.obolibrary.org/obo/DOID_0110352	1.0	3.0	19.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_9969	4.0	13.0	23.0	49.0	11.0
http://purl.obolibrary.org/obo/DOID_13482	15.0	40.0	21.0	18.0	6.0
http://purl.obolibrary.org/obo/DOID_0111875	2.0	6.0	32.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_0111875	1.0	2.0	17.0	63.0	17.0
http://purl.obolibrary.org/obo/DOID_0050680	1.0	1.0	11.0	50.0	35.0
http://purl.obolibrary.org/obo/DOID_8503	2.0	4.0	18.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_0111689	2.0	4.0	18.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_1390	1.0	3.0	22.0	57.0	16.0
http://purl.obolibrary.org/obo/DOID_227	2.0	6.0	27.0	53.0	11.0
http://purl.obolibrary.org/obo/DOID_227	1.0	3.0	30.0	58.0	8.0
http://purl.obolibrary.org/obo/DOID_0050201	2.0	1.0	10.0	46.0	42.0
http://purl.obolibrary.org/obo/DOID_0050201	1.0	0.0	4.0	16.0	79.0
http://purl.obolibrary.org/obo/DOID_0110839	1.0	4.0	27.0	59.0	9.0
http://purl.obolibrary.org/obo/DOID_0060310	1.0	2.0	18.0	63.0	15.0
http://purl.obolibrary.org/obo/DOID_0080402	3.0	9.0	25.0	52.0	11.0
http://purl.obolibrary.org/obo/DOID_12797	1.0	1.0	21.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_14323	1.0	1.0	11.0	38.0	50.0
http://purl.obolibrary.org/obo/DOID_14766	2.0	3.0	15.0	46.0	34.0
http://purl.obolibrary.org/obo/DOID_0050827	2.0	1.0	11.0	49.0	36.0
http://purl.obolibrary.org/obo/DOID_0050827	1.0	1.0	9.0	60.0	28.0
http://purl.obolibrary.org/obo/DOID_672	2.0	7.0	26.0	57.0	9.0
http://purl.obolibrary.org/obo/DOID_2689	3.0	9.0	18.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0080902	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_0110259	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_11166	5.0	8.0	18.0	50.0	18.0
http://purl.obolibrary.org/obo/DOID_11166	4.0	18.0	32.0	39.0	7.0
http://purl.obolibrary.org/obo/DOID_11166	1.0	8.0	74.0	15.0	2.0
http://purl.obolibrary.org/obo/DOID_12842	1.0	3.0	22.0	62.0	12.0
http://purl.obolibrary.org/obo/DOID_0080379	1.0	4.0	23.0	57.0	15.0
http://purl.obolibrary.org/obo/DOID_0060586	2.0	4.0	14.0	63.0	17.0
http://purl.obolibrary.org/obo/DOID_0110204	1.0	2.0	12.0	67.0	18.0
http://purl.obolibrary.org/obo/DOID_5690	1.0	2.0	18.0	59.0	19.0
http://purl.obolibrary.org/obo/DOID_4930	2.0	5.0	23.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_4955	2.0	6.0	17.0	53.0	23.0
http://purl.obolibrary.org/obo/DOID_0050758	1.0	3.0	17.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_8991	2.0	6.0	22.0	58.0	12.0
http://purl.obolibrary.org/obo/DOID_0050195	2.0	1.0	9.0	40.0	47.0
http://purl.obolibrary.org/obo/DOID_0050195	1.0	0.0	3.0	23.0	74.0
http://purl.obolibrary.org/obo/DOID_0080371	2.0	10.0	36.0	44.0	7.0
http://purl.obolibrary.org/obo/DOID_7436	4.0	16.0	35.0	38.0	7.0
http://purl.obolibrary.org/obo/DOID_0080632	1.0	1.0	11.0	50.0	36.0
http://purl.obolibrary.org/obo/DOID_0080763	1.0	1.0	13.0	69.0	16.0
http://purl.obolibrary.org/obo/DOID_14118	1.0	4.0	20.0	63.0	12.0
http://purl.obolibrary.org/obo/DOID_0050984	1.0	1.0	11.0	65.0	21.0
http://purl.obolibrary.org/obo/DOID_6407	1.0	3.0	24.0	58.0	13.0
http://purl.obolibrary.org/obo/DOID_0111527	1.0	1.0	16.0	53.0	28.0
http://purl.obolibrary.org/obo/DOID_0060029	2.0	4.0	16.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_0070127	2.0	5.0	19.0	58.0	16.0
http://purl.obolibrary.org/obo/DOID_5612	2.0	11.0	39.0	41.0	7.0
http://purl.obolibrary.org/obo/DOID_5612	2.0	8.0	33.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_0050140	3.0	9.0	26.0	52.0	10.0
http://purl.obolibrary.org/obo/DOID_0050140	3.0	11.0	31.0	46.0	10.0
http://purl.obolibrary.org/obo/DOID_0070099	3.0	9.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0111554	1.0	1.0	15.0	56.0	27.0
http://purl.obolibrary.org/obo/DOID_0110632	2.0	2.0	16.0	52.0	27.0
http://purl.obolibrary.org/obo/DOID_1626	2.0	3.0	16.0	56.0	23.0
http://purl.obolibrary.org/obo/DOID_2752	1.0	2.0	17.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_4929	2.0	4.0	17.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_4929	1.0	3.0	23.0	62.0	11.0
http://purl.obolibrary.org/obo/DOID_0040070	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_4114	4.0	21.0	40.0	29.0	5.0
http://purl.obolibrary.org/obo/DOID_0110049	1.0	3.0	18.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_6211	8.0	17.0	14.0	46.0	14.0
http://purl.obolibrary.org/obo/DOID_0060885	1.0	2.0	19.0	61.0	18.0
http://purl.obolibrary.org/obo/DOID_0060407	2.0	4.0	19.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_11714	3.0	13.0	40.0	38.0	6.0
http://purl.obolibrary.org/obo/DOID_0080381	1.0	3.0	21.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_0110024	1.0	2.0	17.0	63.0	17.0
http://purl.obolibrary.org/obo/DOID_10140	1.0	2.0	12.0	72.0	13.0
http://purl.obolibrary.org/obo/DOID_4112	1.0	1.0	12.0	68.0	19.0
http://purl.obolibrary.org/obo/DOID_11887	4.0	13.0	28.0	46.0	10.0
http://purl.obolibrary.org/obo/DOID_1005	4.0	11.0	27.0	48.0	11.0
http://purl.obolibrary.org/obo/DOID_0050383	1.0	0.0	10.0	33.0	56.0
http://purl.obolibrary.org/obo/DOID_0060375	2.0	1.0	12.0	56.0	29.0
http://purl.obolibrary.org/obo/DOID_0110666	2.0	4.0	20.0	54.0	20.0
http://purl.obolibrary.org/obo/DOID_4757	4.0	14.0	28.0	46.0	9.0
http://purl.obolibrary.org/obo/DOID_0070182	1.0	2.0	21.0	66.0	10.0
http://purl.obolibrary.org/obo/DOID_0060027	1.0	2.0	16.0	66.0	14.0
http://purl.obolibrary.org/obo/DOID_0112111	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_1556	1.0	2.0	17.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_0080426	2.0	2.0	12.0	53.0	31.0
http://purl.obolibrary.org/obo/DOID_180	2.0	2.0	10.0	65.0	21.0
http://purl.obolibrary.org/obo/DOID_12399	2.0	6.0	20.0	64.0	9.0
http://purl.obolibrary.org/obo/DOID_0111718	3.0	5.0	19.0	57.0	16.0
http://purl.obolibrary.org/obo/DOID_0060779	3.0	6.0	20.0	56.0	16.0
http://purl.obolibrary.org/obo/DOID_0050012	5.0	3.0	5.0	46.0	40.0
http://purl.obolibrary.org/obo/DOID_0050012	3.0	5.0	13.0	57.0	21.0
http://purl.obolibrary.org/obo/DOID_0111902	1.0	2.0	13.0	61.0	24.0
http://purl.obolibrary.org/obo/DOID_0110822	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_768	4.0	8.0	19.0	56.0	14.0
http://purl.obolibrary.org/obo/DOID_0050947	1.0	1.0	8.0	40.0	51.0
http://purl.obolibrary.org/obo/DOID_0070299	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_9773	2.0	6.0	26.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_6787	5.0	32.0	41.0	18.0	4.0
http://purl.obolibrary.org/obo/DOID_0060526	2.0	10.0	32.0	48.0	8.0
http://purl.obolibrary.org/obo/DOID_0110755	1.0	5.0	25.0	59.0	9.0
http://purl.obolibrary.org/obo/DOID_0080867	1.0	1.0	13.0	53.0	32.0
http://purl.obolibrary.org/obo/DOID_0060756	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_0080730	2.0	2.0	13.0	58.0	26.0
http://purl.obolibrary.org/obo/DOID_0050681	2.0	1.0	7.0	38.0	53.0
http://purl.obolibrary.org/obo/DOID_0111789	4.0	13.0	32.0	42.0	9.0
http://purl.obolibrary.org/obo/DOID_0112299	1.0	1.0	14.0	51.0	32.0
http://purl.obolibrary.org/obo/DOID_0110326	2.0	4.0	15.0	63.0	15.0
http://purl.obolibrary.org/obo/DOID_4492	2.0	2.0	13.0	61.0	22.0
http://purl.obolibrary.org/obo/DOID_4492	1.0	1.0	16.0	68.0	14.0
http://purl.obolibrary.org/obo/DOID_4492	2.0	1.0	7.0	37.0	53.0
http://purl.obolibrary.org/obo/DOID_2449	1.0	3.0	21.0	63.0	11.0
http://purl.obolibrary.org/obo/DOID_0050889	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_5540	5.0	11.0	15.0	55.0	15.0
http://purl.obolibrary.org/obo/DOID_0080095	2.0	5.0	26.0	56.0	11.0
http://purl.obolibrary.org/obo/DOID_0111219	3.0	7.0	25.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0060340	2.0	8.0	39.0	45.0	7.0
http://purl.obolibrary.org/obo/DOID_9268	5.0	6.0	11.0	53.0	25.0
http://purl.obolibrary.org/obo/DOID_14711	24.0	61.0	13.0	1.0	1.0
http://purl.obolibrary.org/obo/DOID_10939	5.0	21.0	37.0	32.0	6.0
http://purl.obolibrary.org/obo/DOID_2120	1.0	0.0	7.0	50.0	42.0
http://purl.obolibrary.org/obo/DOID_0060896	1.0	2.0	18.0	64.0	15.0
http://purl.obolibrary.org/obo/DOID_0111972	1.0	0.0	4.0	26.0	69.0
http://purl.obolibrary.org/obo/DOID_0111417	3.0	13.0	33.0	43.0	7.0
http://purl.obolibrary.org/obo/DOID_4527	2.0	4.0	18.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_0111197	4.0	13.0	28.0	46.0	9.0
http://purl.obolibrary.org/obo/DOID_0110119	3.0	4.0	12.0	62.0	19.0
http://purl.obolibrary.org/obo/DOID_0080720	2.0	1.0	13.0	55.0	30.0
http://purl.obolibrary.org/obo/DOID_0050692	1.0	1.0	15.0	59.0	24.0
http://purl.obolibrary.org/obo/DOID_60009	4.0	12.0	26.0	48.0	10.0
http://purl.obolibrary.org/obo/DOID_0060422	4.0	10.0	24.0	50.0	12.0
http://purl.obolibrary.org/obo/DOID_0110852	1.0	2.0	11.0	64.0	22.0
http://purl.obolibrary.org/obo/DOID_0080209	1.0	3.0	20.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_14264	1.0	2.0	14.0	63.0	20.0
http://purl.obolibrary.org/obo/DOID_4560	2.0	3.0	19.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0110332	2.0	3.0	18.0	53.0	24.0
http://purl.obolibrary.org/obo/DOID_0080374	2.0	5.0	22.0	58.0	14.0
http://purl.obolibrary.org/obo/DOID_2340	2.0	7.0	28.0	53.0	10.0
http://purl.obolibrary.org/obo/DOID_0060138	3.0	7.0	22.0	54.0	14.0
http://purl.obolibrary.org/obo/DOID_2236	1.0	2.0	23.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_6231	2.0	2.0	14.0	59.0	23.0
http://purl.obolibrary.org/obo/DOID_0080297	2.0	1.0	8.0	44.0	45.0
http://purl.obolibrary.org/obo/DOID_0080516	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_11668	1.0	0.0	3.0	22.0	73.0
http://purl.obolibrary.org/obo/DOID_0050772	1.0	1.0	15.0	55.0	28.0
http://purl.obolibrary.org/obo/DOID_0111603	1.0	2.0	20.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0080918	1.0	1.0	12.0	43.0	42.0
http://purl.obolibrary.org/obo/DOID_0060241	2.0	7.0	25.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0080619	7.0	29.0	30.0	28.0	6.0
http://purl.obolibrary.org/obo/DOID_0112036	1.0	1.0	15.0	47.0	35.0
http://purl.obolibrary.org/obo/DOID_9597	1.0	2.0	20.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_9462	1.0	4.0	33.0	53.0	8.0
http://purl.obolibrary.org/obo/DOID_9462	1.0	4.0	27.0	58.0	10.0
http://purl.obolibrary.org/obo/DOID_0111384	1.0	2.0	15.0	65.0	17.0
http://purl.obolibrary.org/obo/DOID_0080871	1.0	6.0	28.0	55.0	9.0
http://purl.obolibrary.org/obo/DOID_9053	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_3151	5.0	20.0	27.0	40.0	8.0
http://purl.obolibrary.org/obo/DOID_5680	6.0	18.0	29.0	39.0	9.0
http://purl.obolibrary.org/obo/DOID_0070115	4.0	10.0	21.0	53.0	13.0
http://purl.obolibrary.org/obo/DOID_0060130	2.0	4.0	26.0	56.0	12.0
http://purl.obolibrary.org/obo/DOID_0111459	2.0	3.0	15.0	65.0	16.0
http://purl.obolibrary.org/obo/DOID_0110522	3.0	7.0	18.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_4647	1.0	3.0	24.0	61.0	11.0
http://purl.obolibrary.org/obo/DOID_6873	1.0	1.0	18.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_0110026	1.0	2.0	19.0	65.0	13.0
http://purl.obolibrary.org/obo/DOID_0080707	2.0	3.0	18.0	57.0	20.0
http://purl.obolibrary.org/obo/DOID_5304	4.0	9.0	17.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_13109	3.0	11.0	30.0	46.0	9.0
http://purl.obolibrary.org/obo/DOID_0112224	1.0	1.0	15.0	60.0	22.0
http://purl.obolibrary.org/obo/DOID_11161	1.0	0.0	8.0	45.0	46.0
http://purl.obolibrary.org/obo/DOID_13406	2.0	4.0	16.0	49.0	29.0
http://purl.obolibrary.org/obo/DOID_11387	2.0	1.0	7.0	52.0	39.0
http://purl.obolibrary.org/obo/DOID_9153	4.0	5.0	15.0	56.0	20.0
http://purl.obolibrary.org/obo/DOID_9153	4.0	20.0	42.0	29.0	5.0
http://purl.obolibrary.org/obo/DOID_0060545	3.0	4.0	14.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_13375	1.0	3.0	23.0	63.0	10.0
http://purl.obolibrary.org/obo/DOID_0070158	1.0	2.0	17.0	56.0	24.0
http://purl.obolibrary.org/obo/DOID_0111303	3.0	9.0	19.0	55.0	14.0
http://purl.obolibrary.org/obo/DOID_57	2.0	2.0	8.0	58.0	30.0
http://purl.obolibrary.org/obo/DOID_1380	6.0	15.0	17.0	49.0	13.0
http://purl.obolibrary.org/obo/DOID_1574	1.0	1.0	19.0	62.0	17.0
http://purl.obolibrary.org/obo/DOID_341	2.0	3.0	15.0	65.0	16.0
http://purl.obolibrary.org/obo/DOID_3200	2.0	6.0	21.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0080627	1.0	1.0	9.0	59.0	30.0
http://purl.obolibrary.org/obo/DOID_0110491	1.0	3.0	23.0	57.0	16.0
http://purl.obolibrary.org/obo/DOID_0060857	1.0	2.0	19.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_6677	5.0	9.0	18.0	52.0	15.0
http://purl.obolibrary.org/obo/DOID_6677	1.0	1.0	8.0	60.0	30.0
http://purl.obolibrary.org/obo/DOID_3443	2.0	1.0	8.0	43.0	47.0
http://purl.obolibrary.org/obo/DOID_6041	4.0	14.0	28.0	45.0	9.0
http://purl.obolibrary.org/obo/DOID_0050664	2.0	1.0	9.0	45.0	44.0
http://purl.obolibrary.org/obo/DOID_2560	1.0	2.0	11.0	64.0	22.0
http://purl.obolibrary.org/obo/DOID_0080301	1.0	2.0	22.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_0080267	2.0	4.0	23.0	59.0	12.0
http://purl.obolibrary.org/obo/DOID_14040	1.0	2.0	14.0	66.0	17.0
http://purl.obolibrary.org/obo/DOID_3982	2.0	6.0	27.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0110377	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_3750	3.0	13.0	31.0	46.0	7.0
http://purl.obolibrary.org/obo/DOID_6190	4.0	11.0	21.0	53.0	11.0
http://purl.obolibrary.org/obo/DOID_5258	1.0	2.0	15.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_0060534	1.0	1.0	7.0	69.0	23.0
http://purl.obolibrary.org/obo/DOID_1242	1.0	6.0	67.0	24.0	2.0
http://purl.obolibrary.org/obo/DOID_1319	1.0	6.0	25.0	60.0	9.0
http://purl.obolibrary.org/obo/DOID_0050971	2.0	6.0	28.0	53.0	10.0
http://purl.obolibrary.org/obo/DOID_118	1.0	2.0	13.0	67.0	17.0
http://purl.obolibrary.org/obo/DOID_6639	1.0	2.0	22.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_0112269	1.0	2.0	23.0	63.0	11.0
http://purl.obolibrary.org/obo/DOID_9282	2.0	5.0	19.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_0090107	1.0	1.0	13.0	65.0	19.0
http://purl.obolibrary.org/obo/DOID_0070260	9.0	25.0	19.0	37.0	10.0
http://purl.obolibrary.org/obo/DOID_5062	1.0	1.0	20.0	62.0	16.0
http://purl.obolibrary.org/obo/DOID_0050795	1.0	1.0	10.0	65.0	24.0
http://purl.obolibrary.org/obo/DOID_361	4.0	8.0	14.0	59.0	16.0
http://purl.obolibrary.org/obo/DOID_0111360	1.0	2.0	17.0	59.0	21.0
http://purl.obolibrary.org/obo/DOID_5368	3.0	5.0	11.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_0080978	1.0	2.0	20.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_4164	1.0	1.0	12.0	54.0	32.0
http://purl.obolibrary.org/obo/DOID_6726	2.0	4.0	23.0	55.0	16.0
http://purl.obolibrary.org/obo/DOID_0080245	2.0	5.0	26.0	56.0	11.0
http://purl.obolibrary.org/obo/DOID_0110950	1.0	2.0	14.0	64.0	18.0
http://purl.obolibrary.org/obo/DOID_2747	5.0	13.0	21.0	48.0	13.0
http://purl.obolibrary.org/obo/DOID_670	1.0	1.0	15.0	66.0	16.0
http://purl.obolibrary.org/obo/DOID_1962	2.0	5.0	23.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_1796	6.0	17.0	20.0	45.0	11.0
http://purl.obolibrary.org/obo/DOID_0080878	2.0	6.0	31.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_7551	2.0	1.0	7.0	39.0	52.0
http://purl.obolibrary.org/obo/DOID_7551	1.0	1.0	17.0	63.0	18.0
http://purl.obolibrary.org/obo/DOID_13550	1.0	1.0	15.0	54.0	28.0
http://purl.obolibrary.org/obo/DOID_13550	1.0	2.0	12.0	60.0	25.0
